2.211040, 0.263213
0.242445, 2.272897
3.698872, 0.005891
0.010735, 3.596292
2.707260, 0.125759
2.588125, 0.153065
1.447927, 0.634733
0.796606, 1.226494
0.403114, 1.863464
0.625973, 1.461235
1.071143, 0.931302
2.075110, 0.313013
0.966720, 1.033843
0.903327, 1.101587
1.029921, 0.970520
1.641901, 0.516433
0.358389, 1.963765
2.146223, 0.286226
0.968144, 1.032372
0.116921, 2.749174
1.949330, 0.364593
2.728547, 0.121221
0.004550, 3.734734
0.565017, 1.558313
3.741537, 0.004316
0.004591, 3.733554
0.307732, 2.088788
0.392963, 1.885493
3.301126, 0.033526
0.858885, 1.151843
3.434583, 0.021532
0.710738, 1.338527
0.149331, 2.603594
0.478565, 1.711429
1.375909, 0.683943
0.052986, 3.132237
0.069237, 3.016717
0.511935, 1.649951
0.310141, 2.082529
2.104154, 0.301873
2.407707, 0.200992
0.000226, 3.940099
0.591858, 1.514565
0.002725, 3.793913
2.488116, 0.178611
0.023112, 3.415001
0.548307, 1.586396
3.952454, 0.000142
1.214727, 0.806141
0.074054, 2.985539
0.203730, 2.398273
0.840017, 1.173919
0.967220, 1.033326
1.840005, 0.414134
0.612763, 1.481596
0.710611, 1.338701
0.013453, 3.549501
2.495416, 0.176662
3.727346, 0.004812
0.223072, 2.333853
3.725641, 0.004873
1.544596, 0.573325
1.253390, 0.775194
0.112514, 2.770789
1.429800, 0.646830
2.442381, 0.191133
0.940515, 1.061309
2.615146, 0.146581
1.014989, 0.985123
3.527408, 0.014850
3.555935, 0.013060
0.058736, 3.089318
0.015273, 3.520939
0.671182, 1.394154
0.190976, 2.442944
0.464235, 1.738843
2.368406, 0.212555
0.429709, 1.807622
1.581434, 0.551231
0.159265, 2.562943
0.002965, 3.785145
0.698561, 1.355363
1.535007, 0.579191
1.802025, 0.432444
1.692402, 0.488708
0.049722, 3.157788
0.138375, 2.650422
1.032566, 0.967955
0.114782, 2.759602
2.109510, 0.299849
0.007860, 3.653226
1.113668, 0.892449
0.651106, 1.423460
0.443020, 1.780630
3.947212, 0.000175
3.643320, 0.008327
0.840326, 1.173554
0.436752, 1.793263
0.273897, 2.180490
3.982854, 0.000018
1.419497, 0.653791
0.975259, 1.025051
0.775780, 1.252645
0.442499, 1.781675
1.641293, 0.516775
0.125132, 2.710173
3.575629, 0.011896
0.758435, 1.274909
0.073406, 2.989667
