1.684520, 0.492958
0.057153, 3.100882
0.366670, 1.944540
0.195843, 2.425677
1.146082, 0.863873
2.269430, 0.243579
1.907463, 0.383026
2.686272, 0.130332
0.022210, 3.426093
0.398042, 1.874420
2.054846, 0.320952
0.025852, 3.382708
2.785052, 0.109662
3.479645, 0.018122
0.801368, 1.220602
3.775551, 0.003240
1.142084, 0.867350
1.718153, 0.475019
2.976834, 0.075432
0.901380, 1.103739
0.012541, 3.564596
0.464796, 1.737757
1.378858, 0.681866
0.699418, 1.354169
0.550744, 1.582259
3.794462, 0.002710
0.246263, 2.261267
0.622971, 1.465831
0.348000, 1.988340
0.607595, 1.489659
1.291572, 0.745678
0.831459, 1.184084
3.245811, 0.039357
0.198162, 2.417547
2.745703, 0.117638
3.499442, 0.016724
0.347884, 1.988616
0.903020, 1.101925
0.729850, 1.312600
1.043237, 0.957678
1.770669, 0.448010
0.032492, 3.311475
0.019295, 3.463664
2.455220, 0.187563
0.476578, 1.715192
3.028004, 0.067540
2.169629, 0.277765
0.221839, 2.337846
3.135863, 0.052516
0.036633, 3.271047
0.190070, 2.446190
2.592788, 0.151933
1.550937, 0.569472
2.476965, 0.181614
2.553982, 0.161509
2.581526, 0.154675
0.088981, 2.895793
0.590896, 1.516106
1.973136, 0.354402
0.222221, 2.336607
0.102282, 2.823020
0.152984, 2.588457
0.520787, 1.634165
0.005770, 3.701921
0.496937, 1.677186
3.620687, 0.009446
1.538998, 0.576744
0.108091, 2.793003
0.662335, 1.406976
0.176674, 2.495372
0.025484, 3.386941
0.017693, 3.485634
0.086941, 2.907512
1.701229, 0.483982
0.178267, 2.489400
0.056480, 3.105860
0.106847, 2.799349
3.739599, 0.004382
1.683706, 0.493398
0.253342, 2.240019
0.220040, 2.343702
1.591179, 0.545501
0.027125, 3.368341
3.476357, 0.018360
2.868458, 0.093849
0.105400, 2.806788
2.090446, 0.307096
2.603406, 0.149377
0.532040, 1.614397
1.648499, 0.512744
0.713839, 1.334279
2.243389, 0.252210
0.969881, 1.030580
3.709484, 0.005476
2.156722, 0.282409
0.750782, 1.284875
0.388439, 1.895444
0.496023, 1.678867
0.159585, 2.561660
2.222404, 0.259312
0.797044, 1.225951
1.311941, 0.730341
0.663815, 1.404822
0.534902, 1.609422
2.676948, 0.132395
2.233871, 0.255415
1.125600, 0.881828
0.088924, 2.896121
1.943635, 0.367063
0.484535, 1.700194
2.533634, 0.166677
1.170430, 0.842974
3.385617, 0.025598
0.251481, 2.245566
0.023859, 3.406007
2.240609, 0.253143
0.042976, 3.213749
0.704474, 1.347157
0.665051, 1.403025
1.943245, 0.367232
0.837346, 1.177081
2.214523, 0.262013
0.082187, 2.935458
3.085173, 0.059309
1.242095, 0.784122
1.111145, 0.894711
0.109492, 2.785909
0.482415, 1.704170
0.023093, 3.415235
0.174510, 2.503533
0.302611, 2.102206
1.552159, 0.568732
2.608481, 0.148164
1.236366, 0.788686
1.090493, 0.913426
0.244135, 2.267735
1.328867, 0.717807
2.404951, 0.201789
0.338885, 2.010331
0.964946, 1.035680
0.135282, 2.664056
0.083057, 2.930270
1.655955, 0.508598
0.013588, 3.547325
2.147072, 0.285916
2.616283, 0.146312
0.399707, 1.870811
0.011307, 3.585966
0.054757, 3.118751
3.108717, 0.056095
0.968176, 1.032339
1.291666, 0.745607
0.023555, 3.409653
3.858628, 0.001272
2.268551, 0.243867
0.120509, 2.731931
0.000155, 3.950385
1.099524, 0.905196
0.221084, 2.340303
4.005058, 0.000002
2.141563, 0.287931
3.927318, 0.000333
0.006460, 3.684953
0.347256, 1.990119
3.359478, 0.027926
1.665900, 0.503110
1.006255, 0.993765
0.400814, 1.868419
1.053039, 0.948332
3.054327, 0.063674
3.568019, 0.012339
3.904140, 0.000581
1.128275, 0.879463
1.062328, 0.939556
2.479167, 0.181019
1.894214, 0.388996
0.033511, 3.301268
0.675042, 1.388604
3.508703, 0.016090
0.232320, 2.304335
2.090905, 0.306920
0.953655, 1.047444
1.480017, 0.613779
0.005478, 3.709427
3.033573, 0.066711
0.914692, 1.089110
3.436054, 0.021415
2.109745, 0.299760
0.439386, 1.787937
0.000340, 3.926543
1.452801, 0.631513
0.460818, 1.745475
0.179551, 2.484613
0.810596, 1.209272
1.007742, 0.992288
0.516136, 1.642431
0.143051, 2.630169
1.933080, 0.371670
0.795494, 1.227875
3.030797, 0.067123
1.371699, 0.686917
3.092668, 0.058275
0.455484, 1.755902
3.940414, 0.000224
0.475668, 1.716921
2.579669, 0.155130
1.904060, 0.384553
0.820604, 1.197116
0.927144, 1.075611
0.372214, 1.931840
1.679329, 0.495772
2.461420, 0.185855
1.471701, 0.619154
0.002104, 3.818634
1.261116, 0.769139
3.626376, 0.009158
0.028864, 3.349292
2.927146, 0.083584
1.277421, 0.756499
0.006674, 3.679889
0.126730, 2.702763
1.140174, 0.869017
2.571792, 0.157069
2.131690, 0.291567
0.701750, 1.350930
3.454514, 0.019985
2.917445, 0.085233
0.019277, 3.463905
1.087254, 0.916395
0.881454, 1.126023
0.135475, 2.663198
2.310038, 0.230514
0.006499, 3.684031
2.256489, 0.247843
0.249924, 2.250229
0.758003, 1.275468
0.000707, 3.894366
0.459068, 1.748886
2.012213, 0.338113
0.651798, 1.422438
1.218166, 0.803344
1.350624, 0.701970
1.998850, 0.343622
3.152104, 0.050438
0.174705, 2.502795
3.418013, 0.022865
0.224647, 2.328769
0.096016, 2.856557
0.290877, 2.133557
0.002328, 3.809332
1.884671, 0.393338
0.000606, 3.902099
2.086015, 0.308798
0.082301, 2.934774
1.059300, 0.942408
1.942082, 0.367738
1.478414, 0.614812
2.477280, 0.181529
2.182129, 0.273316
3.017258, 0.069156
0.474652, 1.718852
3.016950, 0.069202
0.919673, 1.083689
0.680520, 1.380775
